StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
10529,Male,Delhi,Tier3,IT,Embedded,No,Yes,6.72,6.68,6.51,6.76,6.41,6.37,6.43,6.69,6.68,54.8,0,0,1.0,1,0,44.2,2.8,28.5,34.7,0,Mid,0,0,0.0,1
10530,Male,Pune,Tier1,CS,DataScience,Yes,No,7.3,7.3,7.69,7.77,7.16,8.13,7.89,8.5,7.84,82.2,2,3,2.0,3,2,69.4,3.4,73.0,68.6,1,Mid,1,0,8.95,2
10531,Female,Bangalore,Tier2,ECE,AI,No,No,6.81,7.58,7.73,7.06,7.53,7.04,7.54,7.41,7.38,82.8,1,2,,2,0,,3.3,52.6,59.4,1,Mid,1,0,10.57,0
10532,Male,Jaipur,Tier1,Mechanical,Networking,No,Yes,7.16,6.7,7.25,7.46,7.27,7.35,7.05,6.95,7.12,78.9,1,2,2.0,2,0,70.7,2.9,59.0,63.8,0,Mid,0,0,0.0,0
10533,Female,Hyderabad,Tier3,CS,AI,Yes,Yes,4.69,4.56,4.6,4.86,4.34,4.51,4.19,4.53,4.37,65.0,0,0,0.0,0,0,41.2,1.2,34.7,,1,Low,0,0,0.0,1
10534,Female,Hyderabad,Tier1,Mechanical,Networking,No,No,9.05,9.03,9.87,9.59,9.44,9.69,9.76,9.62,9.39,82.9,1,3,,3,1,91.9,3.6,66.1,74.3,0,High,1,0,18.68,2
10535,Male,Chennai,Tier2,CS,Networking,Yes,No,5.5,5.43,5.38,5.73,5.0,5.4,5.34,5.75,5.59,72.5,1,2,2.0,2,1,70.6,2.8,58.9,47.2,1,Low,0,0,0.0,0
10536,Male,Mumbai,Tier2,ECE,Embedded,No,No,6.43,6.15,6.49,6.37,6.41,6.49,6.27,5.96,6.35,74.3,1,3,2.0,2,1,59.7,3.8,48.2,55.3,1,Low,1,0,5.45,0
10537,Male,Bangalore,Tier1,CS,DataScience,Yes,No,6.54,6.39,6.46,6.72,6.47,6.86,7.0,6.92,6.81,96.7,2,2,,3,1,95.3,4.7,79.4,73.0,1,Mid,1,0,8.35,2
10538,Female,Delhi,Tier1,CS,AI,Yes,No,9.97,9.86,10.0,10.0,10.0,9.88,10.0,10.0,9.71,97.9,1,3,4.0,4,2,88.1,4.4,84.2,68.3,1,High,1,0,25.87,2
10539,Male,Chennai,Tier2,Civil,DataScience,Yes,No,7.02,7.08,7.14,7.49,7.32,7.15,7.13,7.72,7.3,75.8,2,2,2.0,2,0,64.7,3.4,52.8,45.6,0,Mid,1,0,12.18,0
10540,Male,Bangalore,Tier2,Mechanical,Embedded,No,No,7.17,7.87,8.27,7.76,7.91,7.43,7.68,7.68,7.66,81.2,1,3,2.0,1,0,64.9,2.7,68.2,33.8,1,Mid,1,0,8.39,0
10541,Female,Mumbai,Tier1,Mechanical,DataScience,Yes,No,9.77,9.57,9.79,9.81,10.0,9.79,10.0,9.78,9.74,95.1,1,3,2.0,4,2,94.7,4.2,85.0,74.3,0,High,1,0,18.84,2
10542,Male,Delhi,Tier2,Civil,AI,Yes,No,6.34,6.1,5.6,5.92,5.74,6.3,5.76,5.98,5.87,70.1,1,3,2.0,2,1,70.7,2.7,43.6,54.2,1,Low,0,0,0.0,0
10543,Female,Mumbai,Tier2,ECE,Embedded,No,Yes,5.33,5.64,5.7,5.91,5.5,5.94,6.63,6.28,5.9,75.6,1,2,2.0,2,1,78.6,3.9,49.1,57.4,0,Low,0,0,0.0,0
10544,Male,Mumbai,Tier2,EE,Embedded,No,No,7.07,7.29,7.27,7.33,6.85,7.21,7.52,7.27,7.32,78.7,0,1,1.0,1,0,59.4,2.4,54.8,48.1,0,Mid,1,0,8.68,0
10545,Male,Bangalore,Tier3,Civil,Networking,No,Yes,4.97,5.06,4.47,4.18,4.87,4.67,4.35,4.87,4.56,64.5,1,1,1.0,0,0,48.1,1.8,25.3,25.6,0,Low,0,0,0.0,1
10546,Male,Bangalore,Tier3,Mechanical,Networking,No,Yes,5.7,6.4,5.83,5.46,6.16,6.19,5.46,6.12,5.84,83.8,1,2,,2,0,65.8,2.1,65.9,,0,Low,0,0,0.0,0
10547,Female,Pune,Tier2,IT,Networking,No,No,6.51,6.42,6.13,6.05,6.57,6.66,6.8,6.08,6.4,62.9,1,1,1.0,0,0,45.8,2.1,29.8,28.4,1,Low,0,0,0.0,1
10549,Male,Mumbai,Tier1,EE,Embedded,No,No,6.15,6.14,6.77,6.96,6.18,6.98,7.14,7.03,9.86,94.1,3,5,3.0,3,1,99.6,4.3,96.2,77.4,1,Mid,1,1,9.0,2
10550,Female,Chennai,Tier1,ECE,Networking,Yes,No,8.68,8.62,8.23,8.32,8.57,8.53,8.51,8.4,8.63,87.0,2,2,3.0,2,2,80.7,4.2,87.7,,1,High,1,0,18.6,2
10552,Female,Ahmedabad,Tier2,CS,AI,Yes,Yes,8.9,8.89,8.92,8.74,8.81,9.2,9.18,9.13,8.86,83.2,1,2,1.0,1,1,69.1,3.6,56.0,65.9,1,High,1,0,22.98,0
10553,Male,Ahmedabad,Tier2,Mechanical,DataScience,Yes,No,6.5,7.13,7.27,6.77,6.94,6.85,6.74,7.02,6.88,86.1,1,2,2.0,2,1,,2.7,61.7,51.6,1,Mid,1,0,10.95,0
10554,Male,Kolkata,Tier1,Mechanical,Networking,No,No,7.98,7.77,7.88,8.39,8.24,8.07,8.58,8.13,8.13,72.7,0,2,1.0,1,1,74.0,3.4,45.8,52.6,0,High,1,0,18.63,0
10555,Male,Chennai,Tier2,ECE,Networking,No,Yes,5.07,5.63,6.04,6.12,5.65,5.46,5.74,5.32,5.69,77.6,0,1,1.0,2,1,56.1,3.1,59.4,,0,Low,0,0,0.0,0
10556,Male,Bangalore,Tier1,Mechanical,AI,Yes,No,5.5,6.66,6.37,6.0,6.01,6.18,6.06,6.2,6.07,75.4,1,2,2.0,2,1,77.2,2.3,46.5,47.9,1,Low,1,0,4.85,0
10557,Female,Kochi,Tier1,Civil,Embedded,Yes,Yes,8.71,9.05,8.6,8.77,9.24,9.03,8.72,9.33,8.77,94.5,2,4,4.0,3,1,82.0,4.2,81.4,81.6,0,High,1,0,18.66,2
10558,Male,Delhi,Tier3,Mechanical,DataScience,No,Yes,5.71,5.52,5.54,5.28,5.27,5.38,5.7,5.4,5.61,65.4,1,1,1.0,1,0,44.1,1.9,34.7,26.6,0,Low,0,0,0.0,1
10559,Female,Bangalore,Tier2,CS,AI,No,No,8.89,9.83,9.27,9.7,9.13,9.05,9.51,9.62,9.31,75.5,2,4,3.0,3,2,65.6,3.4,86.8,,1,High,1,0,18.77,2
10560,Female,Chennai,Tier3,Mechanical,Embedded,Yes,Yes,4.51,4.51,4.37,4.49,4.15,4.32,4.0,4.04,4.33,53.5,0,1,0.0,0,0,45.1,2.6,27.5,32.4,0,Low,0,0,0.0,1
10561,Male,Pune,Tier2,CS,Networking,No,No,8.04,8.93,8.52,8.89,9.0,8.87,8.66,8.94,8.55,92.4,2,3,3.0,2,3,81.8,4.3,94.8,62.3,0,High,1,0,18.87,2
10562,Male,Chennai,Tier3,EE,AI,Yes,Yes,5.14,4.66,4.98,5.32,5.19,4.94,4.76,4.75,4.88,58.0,0,1,1.0,1,0,51.1,1.5,31.2,27.4,0,Low,0,0,0.0,1
10563,Male,Delhi,Tier2,ECE,Networking,Yes,No,9.63,9.89,9.27,9.29,9.68,9.55,10.0,10.0,9.74,88.9,2,3,3.0,3,2,76.1,3.5,84.5,70.5,1,High,1,0,25.17,2
10564,Female,Hyderabad,Tier2,IT,Embedded,Yes,No,7.72,8.68,8.68,8.64,8.93,7.81,8.46,8.95,8.42,84.1,2,3,2.0,2,1,72.3,4.8,67.8,50.5,1,High,1,0,22.95,2
10565,Male,Hyderabad,Tier1,EE,DataScience,No,No,9.24,9.34,9.96,9.07,9.45,9.85,9.69,9.71,9.42,84.3,1,3,3.0,3,1,83.3,4.3,77.8,88.3,1,High,1,0,25.2,2
10566,Female,Bangalore,Tier2,ECE,Embedded,Yes,No,6.3,6.03,5.83,5.88,6.85,5.87,6.26,5.98,6.24,77.1,1,2,,1,0,,3.2,48.1,42.2,1,Low,1,0,4.85,0
10567,Male,Pune,Tier3,Mechanical,Embedded,Yes,No,4.81,4.61,5.03,5.2,4.89,5.07,5.32,4.49,5.11,69.6,1,0,0.0,0,0,50.6,1.3,29.2,32.2,0,Low,0,0,0.0,1
10568,Male,Delhi,Tier1,ECE,DataScience,Yes,No,5.65,5.93,5.63,6.08,5.32,5.86,6.3,5.81,5.93,66.6,0,2,2.0,2,1,79.9,2.4,50.4,47.2,0,Low,0,0,0.0,0
10570,Female,Kolkata,Tier2,IT,AI,Yes,Yes,4.88,4.57,4.66,5.69,4.74,5.1,4.86,4.51,4.96,78.9,1,2,2.0,2,1,54.6,3.8,54.3,56.4,0,Low,0,0,0.0,0
10571,Female,Kolkata,Tier2,CS,AI,Yes,No,7.54,7.5,7.3,6.96,6.99,6.98,8.14,6.81,6.97,82.9,1,2,1.0,1,1,67.1,,46.1,56.9,0,Mid,1,0,8.92,0
10572,Male,Mumbai,Tier3,Civil,Networking,Yes,No,8.07,7.61,7.85,7.54,7.92,7.83,6.93,7.6,7.59,65.8,0,1,1.0,1,0,48.0,1.8,29.0,26.2,1,Mid,0,0,0.0,1
10573,Male,Jaipur,Tier1,Mechanical,Networking,Yes,No,7.07,6.73,6.6,6.59,6.69,6.71,6.76,6.22,6.48,88.4,2,2,2.0,3,0,74.3,4.4,89.5,86.7,1,Low,1,0,6.34,2
10574,Female,Pune,Tier3,ECE,AI,Yes,No,7.29,7.58,7.7,7.66,7.53,6.99,7.68,7.34,7.27,75.0,2,2,1.0,2,1,,2.6,46.0,48.8,0,Mid,1,0,8.39,0
10575,Female,Bangalore,Tier2,Civil,DataScience,Yes,Yes,7.3,8.16,8.17,7.47,7.01,7.34,7.25,7.78,7.54,64.1,0,0,0.0,0,0,47.7,2.2,29.5,25.4,1,Mid,0,0,0.0,1
10576,Male,Pune,Tier2,ECE,Networking,No,No,6.85,6.63,7.16,7.49,6.58,6.49,6.45,6.05,6.62,59.6,0,0,1.0,1,0,49.3,1.4,26.2,30.1,0,Mid,0,0,0.0,1
10577,Female,Mumbai,Tier2,CS,AI,No,No,5.61,5.67,5.44,5.01,4.89,5.52,5.46,5.26,5.2,61.9,0,0,0.0,0,0,58.8,2.2,23.2,37.1,0,Low,0,0,0.0,1
10578,Male,Bangalore,Tier3,CS,DataScience,Yes,No,4.96,4.91,5.37,4.92,5.0,4.71,4.92,5.16,4.93,60.5,1,0,1.0,0,1,38.5,1.6,30.2,25.5,0,Low,0,0,0.0,1
10580,Male,Ahmedabad,Tier3,ECE,AI,No,Yes,4.5,4.31,4.42,4.23,4.0,4.96,4.21,4.0,4.24,63.4,1,0,0.0,0,0,43.8,2.5,28.7,30.0,0,Low,0,0,0.0,1
10581,Male,Mumbai,Tier3,CS,Embedded,Yes,No,5.71,5.89,5.83,5.62,6.01,5.42,6.24,5.84,5.82,77.9,2,2,1.0,2,1,65.1,2.5,60.3,50.8,1,Low,1,0,6.22,0
10582,Female,Delhi,Tier3,ECE,Networking,Yes,No,4.92,5.95,5.6,5.88,5.48,5.83,5.64,5.06,5.51,57.3,0,0,0.0,0,1,59.7,1.6,28.4,30.4,0,Low,0,0,0.0,1
10583,Male,Hyderabad,Tier3,CS,AI,No,No,5.83,6.87,6.47,6.01,5.92,6.69,6.13,6.3,6.19,71.1,1,2,1.0,2,1,72.0,3.1,53.6,61.2,1,Low,1,0,6.1,0
10584,Female,Ahmedabad,Tier2,Civil,Embedded,No,No,7.01,6.88,7.49,6.97,7.45,7.57,6.99,7.28,7.41,71.7,1,2,1.0,1,1,72.3,2.5,53.8,45.0,1,Mid,1,0,8.15,0
10585,Male,Pune,Tier1,CS,Networking,No,No,7.3,7.28,7.24,7.45,6.88,7.53,7.1,7.11,7.16,83.0,2,1,1.0,2,0,82.8,2.0,45.4,52.1,1,Mid,1,0,10.94,0
10586,Male,Hyderabad,Tier2,CS,Networking,Yes,No,10.0,10.0,9.78,10.0,10.0,10.0,10.0,10.0,10.0,96.0,2,3,2.0,4,1,86.0,4.0,84.3,71.1,1,High,1,0,25.21,2
10587,Male,Hyderabad,Tier1,CS,AI,No,No,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.87,100.0,1,3,,2,2,75.9,3.6,91.7,63.0,0,High,1,0,18.31,2
10588,Male,Chennai,Tier3,IT,Embedded,Yes,No,6.67,7.15,7.28,7.22,6.52,6.78,6.54,6.89,6.73,55.7,0,0,1.0,0,0,50.5,2.6,29.4,27.7,0,Mid,0,0,0.0,1
10589,Female,Chennai,Tier3,Civil,Embedded,Yes,No,6.16,6.33,6.29,5.66,5.99,5.7,6.66,6.27,6.19,60.4,0,1,1.0,1,0,46.9,2.5,25.1,,0,Low,0,0,0.0,1
10590,Male,Kolkata,Tier1,CS,Embedded,Yes,No,8.78,8.73,8.89,9.1,8.77,9.0,8.63,9.1,8.84,92.8,3,3,2.0,5,0,71.5,2.6,72.6,63.6,0,High,1,0,18.05,2
10591,Male,Ahmedabad,Tier3,Mechanical,Networking,No,No,7.95,8.63,8.57,7.79,7.94,8.03,8.0,8.0,8.08,65.8,1,1,1.0,2,1,76.6,3.4,54.4,58.1,1,High,1,0,22.83,0
10592,Male,Jaipur,Tier2,CS,AI,Yes,Yes,8.56,8.07,8.12,8.11,8.16,8.17,8.2,8.25,8.04,71.5,1,1,3.0,1,1,66.1,3.0,64.8,55.9,1,High,1,0,18.63,0
10593,Male,Chennai,Tier2,ECE,AI,Yes,No,6.6,6.6,6.64,5.82,6.08,6.73,6.16,6.21,6.34,88.4,1,3,2.0,2,1,49.1,2.6,57.3,60.3,1,Low,0,0,0.0,0
10594,Male,Hyderabad,Tier2,IT,Networking,Yes,No,8.69,8.56,8.45,8.18,8.54,8.75,8.16,8.87,8.64,73.7,2,3,4.0,2,0,66.8,3.4,77.4,68.6,1,High,1,0,22.61,2
10595,Female,Pune,Tier2,CS,DataScience,No,Yes,5.22,6.12,5.26,5.65,5.35,5.14,5.02,5.17,5.37,60.5,1,1,1.0,0,0,46.0,1.6,19.1,32.0,0,Low,0,0,0.0,1
10596,Female,Hyderabad,Tier2,ECE,Embedded,No,No,7.04,6.75,6.5,6.97,6.87,7.24,7.52,7.82,7.03,69.8,0,3,2.0,2,0,70.4,2.2,56.6,45.4,0,Mid,0,0,0.0,0
10597,Male,Pune,Tier3,EE,Embedded,No,No,5.81,5.73,6.02,6.01,5.64,6.03,6.14,6.28,5.85,77.1,1,2,2.0,2,1,60.1,3.5,51.4,,0,Low,1,0,3.59,0
10598,Male,Bangalore,Tier3,ECE,Embedded,No,No,8.19,8.81,8.36,8.26,8.73,8.95,8.31,8.7,8.32,78.5,1,2,1.0,2,1,74.7,2.2,54.7,60.0,1,High,1,0,18.8,0
10599,Male,Delhi,Tier2,Mechanical,Embedded,Yes,No,10.0,9.88,10.0,10.0,10.0,10.0,10.0,10.0,10.0,81.8,3,3,3.0,3,2,74.4,3.2,93.6,80.2,1,High,1,0,25.32,2
10600,Male,Chennai,Tier2,IT,Networking,No,No,7.2,7.09,7.7,7.7,7.52,7.76,6.91,7.37,7.32,76.3,1,1,2.0,1,1,73.2,2.8,49.5,47.1,0,Mid,1,0,8.78,0
10601,Female,Hyderabad,Tier1,IT,Networking,No,No,8.18,8.86,8.57,9.03,8.95,8.36,8.75,8.41,8.52,95.9,2,4,3.0,3,2,87.7,2.1,82.1,85.4,0,High,1,0,18.82,2
10602,Male,Hyderabad,Tier2,IT,DataScience,No,No,10.0,10.0,9.5,10.0,10.0,9.86,10.0,9.81,9.88,80.0,3,2,4.0,3,1,,4.6,79.0,69.8,1,High,1,0,25.93,2
10603,Male,Mumbai,Tier2,CS,Embedded,No,Yes,7.68,8.32,8.42,8.31,8.04,8.01,7.55,8.34,8.03,73.9,0,2,2.0,2,1,62.6,3.4,43.4,51.3,1,High,0,0,18.26,0
10604,Male,Kochi,Tier3,ECE,DataScience,No,No,6.19,5.78,5.75,6.06,6.34,5.86,5.52,5.16,5.85,57.6,0,1,0.0,1,0,51.8,1.6,25.0,,0,Low,0,0,0.0,1
10605,Male,Kolkata,Tier2,IT,AI,Yes,No,6.65,6.57,6.15,6.34,6.36,6.79,6.75,6.62,6.52,73.3,1,3,2.0,1,1,74.3,3.6,59.6,58.8,0,Mid,1,0,8.36,0
10606,Male,Delhi,Tier1,ECE,Embedded,No,No,7.52,8.71,8.05,8.84,8.55,8.48,8.03,9.31,8.6,90.3,2,4,2.0,3,2,61.6,4.3,60.4,88.0,0,High,1,0,18.69,2
10607,Male,Kolkata,Tier2,Civil,Networking,Yes,No,8.19,8.48,8.46,8.14,7.98,8.72,8.26,8.68,8.35,90.8,1,2,2.0,1,0,63.6,3.9,45.7,,0,High,1,0,18.96,0
10608,Female,Bangalore,Tier2,Mechanical,Embedded,No,No,5.61,5.77,5.78,5.87,5.29,5.75,5.18,5.69,5.61,58.4,0,0,1.0,0,0,63.0,1.0,36.2,39.7,1,Low,0,0,0.0,1
10609,Male,Mumbai,Tier1,ECE,Networking,Yes,Yes,8.11,8.5,8.2,7.57,8.18,8.15,7.84,8.01,8.16,65.4,1,1,1.0,2,1,77.5,2.6,58.2,60.9,1,High,1,0,18.93,0
10610,Female,Kolkata,Tier3,Mechanical,DataScience,No,Yes,4.45,4.77,5.46,5.5,5.0,4.61,4.98,5.26,4.82,50.0,0,1,1.0,1,0,49.8,2.0,29.6,27.9,1,Low,0,0,0.0,1
10611,Female,Pune,Tier2,IT,DataScience,Yes,Yes,8.45,8.73,8.1,8.98,8.69,8.93,8.58,8.39,8.68,63.9,0,2,1.0,2,1,71.9,3.3,64.9,62.6,0,High,1,0,18.26,0
10612,Female,Kochi,Tier2,EE,AI,No,No,5.33,5.57,5.67,5.24,5.82,5.83,5.61,6.2,5.64,72.6,0,1,2.0,2,0,72.1,2.8,62.5,51.8,1,Low,0,0,0.0,0
10613,Female,Ahmedabad,Tier2,EE,Networking,Yes,No,8.61,8.28,8.91,8.63,8.71,8.99,8.06,8.78,8.63,85.6,2,4,2.0,4,1,87.8,5.0,70.1,75.8,1,High,1,0,22.6,2
10614,Male,Delhi,Tier2,Mechanical,DataScience,Yes,No,7.11,6.95,6.9,7.22,7.2,7.81,7.93,6.87,7.19,84.6,2,2,3.0,3,2,72.2,3.9,72.7,59.6,1,Mid,1,0,8.7,2
10615,Male,Jaipur,Tier1,CS,DataScience,No,No,7.17,7.22,7.15,7.06,6.9,6.92,7.11,7.05,7.08,77.4,1,3,3.0,2,0,,2.1,49.1,58.6,0,Mid,1,0,8.22,0
10616,Female,Ahmedabad,Tier2,Mechanical,AI,No,No,8.3,8.04,8.5,8.2,8.75,8.57,8.54,8.03,8.56,85.9,1,1,1.0,1,0,54.1,1.7,46.2,,1,High,1,0,18.24,0
10617,Male,Bangalore,Tier3,IT,Networking,No,No,4.55,4.92,5.26,4.03,4.42,4.4,4.03,4.62,4.6,60.9,0,1,,1,0,62.2,1.8,29.3,30.3,1,Low,0,0,0.0,1
10618,Female,Hyderabad,Tier3,CS,Embedded,Yes,Yes,5.28,5.3,5.42,5.45,5.49,4.89,4.5,4.7,5.03,70.6,0,1,,0,1,50.2,2.5,25.2,27.1,0,Low,0,0,0.0,1
10619,Male,Kolkata,Tier1,IT,Embedded,Yes,No,6.26,6.98,6.53,7.01,7.26,7.11,7.52,7.23,6.91,100.0,1,3,1.0,3,2,71.6,4.3,73.9,70.5,1,Mid,1,0,8.06,2
10620,Female,Hyderabad,Tier2,Mechanical,Embedded,No,No,10.0,9.31,9.49,9.86,10.0,10.0,10.0,10.0,9.98,79.2,1,3,3.0,2,1,,4.0,82.5,59.8,0,High,1,0,18.69,2
10621,Female,Ahmedabad,Tier3,CS,Embedded,No,No,6.14,6.04,5.76,5.44,5.93,6.12,5.59,5.73,5.77,70.4,1,1,1.0,2,0,71.1,3.0,51.8,48.4,0,Low,0,0,0.0,0
10622,Male,Ahmedabad,Tier2,IT,Embedded,Yes,No,10.0,9.92,10.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,2,2,2.0,4,2,100.0,,69.0,86.7,1,High,1,0,18.5,2
10623,Female,Ahmedabad,Tier2,CS,AI,Yes,Yes,7.61,7.37,7.71,8.16,8.35,7.11,7.65,7.53,7.65,63.5,1,2,2.0,2,1,,3.1,56.7,36.0,0,Mid,1,0,10.44,0
10624,Male,Jaipur,Tier3,EE,Embedded,No,No,6.02,5.84,5.17,5.72,5.26,5.98,5.88,5.54,5.8,66.7,1,1,1.0,1,0,49.2,2.5,28.8,32.3,1,Low,0,0,0.0,1
10625,Male,Chennai,Tier3,ECE,DataScience,Yes,No,4.67,5.23,5.61,5.33,5.58,4.41,5.17,5.38,5.23,57.2,0,0,1.0,0,0,55.0,1.5,28.9,31.5,0,Low,0,0,0.0,1
10626,Female,Pune,Tier3,Civil,Embedded,Yes,No,8.16,8.12,7.14,7.96,7.56,7.31,7.51,7.85,7.76,78.3,1,2,1.0,2,1,74.7,3.3,42.2,48.4,0,Mid,1,0,10.96,0
10627,Female,Kochi,Tier3,Mechanical,DataScience,Yes,Yes,4.85,4.5,4.64,4.0,4.45,4.0,4.32,4.07,4.24,57.3,0,0,1.0,1,0,47.1,2.4,27.4,29.1,0,Low,0,0,0.0,1
10628,Male,Hyderabad,Tier2,ECE,Embedded,Yes,No,7.52,8.24,7.73,7.69,7.92,7.86,7.89,7.99,7.92,90.3,1,2,1.0,2,1,57.6,2.5,45.7,43.2,1,Mid,1,0,8.18,0
10629,Male,Delhi,Tier2,Mechanical,AI,No,No,8.41,8.28,8.15,8.41,8.76,8.8,8.76,9.03,8.62,84.4,2,3,3.0,3,2,77.2,3.9,82.4,72.6,1,High,1,0,22.28,2
10630,Female,Kochi,Tier2,Civil,AI,No,No,7.34,7.51,7.01,7.27,7.0,7.4,7.01,7.51,7.25,72.7,1,2,2.0,1,0,76.0,2.0,49.9,48.2,1,Mid,0,0,0.0,0
10631,Male,Mumbai,Tier1,CS,Networking,Yes,No,7.83,7.89,7.59,7.68,7.52,7.86,8.09,8.02,7.94,75.1,1,3,1.0,2,0,,3.3,54.5,44.4,0,Mid,1,0,8.2,0
10632,Male,Hyderabad,Tier3,CS,AI,Yes,No,7.44,7.39,7.44,7.86,7.3,7.37,7.32,7.45,7.43,80.2,1,2,2.0,0,0,58.2,3.1,58.0,57.2,0,Mid,1,0,8.74,0
10633,Female,Mumbai,Tier1,EE,Networking,No,No,8.44,7.88,8.61,8.48,8.8,8.38,8.42,8.68,8.22,84.3,1,4,2.0,3,1,79.8,4.4,80.5,62.0,1,High,1,0,22.68,2
10634,Female,Bangalore,Tier1,Civil,DataScience,Yes,No,8.43,8.58,8.27,8.4,8.64,8.17,8.81,7.95,8.28,71.1,1,2,1.0,1,0,,2.5,47.1,62.3,0,High,1,0,18.02,0
10635,Female,Ahmedabad,Tier2,ECE,Embedded,Yes,No,6.27,6.5,6.35,5.84,6.6,5.8,6.47,6.03,6.27,78.6,1,2,1.0,2,0,55.5,3.2,42.7,54.6,0,Low,1,0,3.63,0
10636,Male,Jaipur,Tier3,IT,DataScience,No,No,5.68,5.76,4.74,5.58,5.71,5.63,5.98,5.0,5.33,66.2,0,0,1.0,0,0,48.8,2.4,25.7,25.5,1,Low,0,0,0.0,1
10637,Female,Hyderabad,Tier2,CS,Networking,No,No,7.81,7.38,7.33,7.46,7.63,7.65,7.11,6.92,7.25,73.9,1,2,2.0,2,1,78.6,3.2,49.6,50.6,0,Mid,1,0,8.29,0
10638,Male,Hyderabad,Tier2,Mechanical,Embedded,Yes,No,8.65,8.23,8.62,8.73,8.84,8.77,8.09,8.29,8.38,74.7,2,2,1.0,1,1,66.9,2.6,55.9,47.7,1,High,1,0,18.19,0
10639,Male,Mumbai,Tier2,ECE,Embedded,No,No,6.01,6.19,5.92,6.03,6.01,6.39,5.73,6.0,6.07,81.0,1,2,1.0,1,1,68.7,2.2,51.2,43.9,1,Low,0,0,0.0,0
10640,Male,Delhi,Tier2,Civil,Networking,Yes,No,10.0,10.0,9.55,9.92,9.82,9.84,9.95,9.7,10.0,95.9,1,3,2.0,3,2,100.0,4.5,83.2,78.6,1,High,1,0,25.71,2
10641,Male,Kolkata,Tier3,EE,Embedded,Yes,Yes,5.96,6.24,5.98,6.41,6.03,6.12,5.69,5.9,6.11,80.6,1,3,2.0,2,0,71.4,3.2,55.4,59.7,0,Low,0,0,0.0,0
10642,Female,Delhi,Tier3,Mechanical,Embedded,Yes,No,5.69,5.81,5.45,5.87,5.99,5.81,5.84,5.61,5.79,68.6,0,1,,0,0,35.4,1.8,31.4,31.5,0,Low,0,0,0.0,1
10643,Male,Ahmedabad,Tier2,ECE,DataScience,Yes,No,7.87,7.73,7.24,8.19,7.81,7.71,7.3,7.26,7.75,69.4,1,1,,2,0,52.0,3.4,54.9,63.4,0,Mid,1,0,8.33,0
10644,Male,Delhi,Tier3,IT,Networking,Yes,No,5.37,4.63,5.89,5.07,5.09,4.82,4.58,4.95,5.26,55.6,0,1,1.0,0,0,50.4,1.3,27.0,25.2,0,Low,0,0,0.0,1
10645,Female,Hyderabad,Tier2,CS,DataScience,Yes,No,8.97,8.93,8.86,9.1,8.56,9.03,9.3,9.11,8.85,91.0,1,3,3.0,3,1,,4.9,81.3,71.8,1,High,1,0,22.54,2
10646,Male,Chennai,Tier1,CS,DataScience,No,No,5.45,5.5,5.4,5.62,5.4,5.33,5.36,5.77,5.35,99.2,2,5,2.0,3,1,84.9,3.3,73.3,67.5,1,Low,1,0,6.18,2
10647,Male,Bangalore,Tier3,Civil,Networking,No,No,6.03,5.4,5.14,5.23,5.32,4.72,5.56,5.02,5.25,66.2,0,0,,0,0,46.9,1.7,28.9,27.8,0,Low,0,0,0.0,1
10648,Male,Hyderabad,Tier2,IT,DataScience,No,No,4.0,4.21,4.74,4.0,4.0,4.0,4.0,4.0,4.19,57.4,0,0,1.0,0,0,41.4,1.7,26.5,,0,Low,0,0,0.0,1
10649,Female,Mumbai,Tier3,Mechanical,AI,No,No,6.28,6.09,6.48,6.17,5.98,5.97,5.63,5.91,6.02,52.3,0,0,1.0,1,1,,1.8,28.7,26.5,1,Low,0,0,0.0,1
10650,Female,Hyderabad,Tier2,CS,DataScience,Yes,No,9.0,8.36,8.89,8.35,8.92,8.88,8.59,8.66,8.67,62.9,1,1,2.0,1,0,55.2,4.1,58.7,55.1,1,High,1,0,22.31,0
10651,Male,Kochi,Tier3,CS,DataScience,Yes,Yes,5.52,5.9,5.67,5.74,5.7,5.98,5.38,5.43,5.66,74.0,0,0,1.0,1,0,43.6,2.4,28.0,28.9,0,Low,0,0,0.0,1
10652,Male,Hyderabad,Tier3,Mechanical,Embedded,No,Yes,6.8,7.61,6.99,7.07,6.73,7.24,6.52,6.82,7.01,67.9,0,1,0.0,0,0,46.5,1.9,30.4,30.9,0,Mid,0,0,0.0,1
10653,Female,Ahmedabad,Tier3,EE,DataScience,Yes,Yes,5.56,5.21,4.96,5.41,5.07,5.37,5.16,5.03,5.27,62.4,0,1,1.0,0,1,53.8,2.1,27.0,29.6,0,Low,0,0,0.0,1
